<sentence_id=sept-7-2022ICF-HD_source_hin_041>
1	nijawA	निजता	NN	11	r6	20	op1
17	jAnakArI	जानकारी	NN	19	r6	38	head
18	kA	का	PSP	17	lwg__psp	-	-
19	upayoga	उपयोग	NN	22	pof	39	kriyAmUla
20	Ora	और	CC	22	pof	40	kriyAmUla
21	KulAsA	खुलासा	NN	22	pof	41	kriyAmUla
22	kara	कर	VM	0	main	41	verbalizer
23	sakawe	सकते	VAUX	22	lwg__vaux	41	verbalizer
24	hEM	हैं	VAUX	23	lwg__vaux_cont	41	verbalizer
25	,	,	SYM	22	rsym	-	-
26	jo	जो	PRP	34	k1	-	-
27	hamane	हमने	PRP	34	k1	-	-
28	Apake	आपके	PRP	34	k7	-	-
29	bAre	बारे	PSP	28	lwg__psp	-	-
30	meM	में	PSP	28	lwg__psp	-	-
31	pahale	पहले	NST	34	k7t	-	-
32	hI	ही	RP	31	lwg__rp	-	-
33	prApwa	प्राप्त	JJ	34	pof	42	kriyAmUla
34	kara	कर	VM	22	rc	42	verbalizer
35	lI	ली	VAUX	34	lwg__vaux	42	verbalizer
36	hE	है	VAUX	35	lwg__vaux_cont	42	verbalizer
37	.	।	SYM	22	rsym	-	-
38	[nc_1]	[nc_1]	-	19	r6	-	-
39	[cp_1]	[cp_1]	-	0	main	43	op1
40	[cp_2]	[cp_2]	-	0	main	-	-
41	[cp_3]	[cp_3]	-	0	main	43	op2
42	[cp_4]	[cp_4]	-	22	rc	-	-
43	[conj_1]	[conj_1]	-	22	pof	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_061>
1	kyA	क्या	WQ	7	krvn	-	-
2	muJe	मुझे	PRP	7	k1	-	-
3	kisI	किसी	PRP	4	mod	-	-
4	prakAra	प्रकार	NN	6	r6	-	-
5	kA	का	PSP	4	lwg__psp	-	-
6	mUlya	मूल्य	NN	7	k2	-	-
7	xenA	देना	VM	0	main	-	-
8	hogA	होगा	VAUX	7	lwg__vaux	-	-
9	?	?	SYM	7	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_062>
1	Apake	आपके	PRP	2	r6	-	-
2	rakwa	रक्त	NN	4	r6	-	-
3	ke	के	PSP	2	lwg__psp	-	-
4	saMgraha	संग्रह	NN	16	k7	20	op1
5	,	,	SYM	4	rsym	-	-
6	prasaMskaraNa	प्रसंस्करण	NN	16	k7	20	op2
7	Ora	और	CC	16	k7	-	-
8	anya	अन्य	JJ	9	mod	-	-
9	gawiviXiyoM	गतिविधियों	NN	16	k7	20	op3
10	meM	में	PSP	9	lwg__psp	-	-
11	SAmila	शामिल	JJ	12	mod	-	-
12	lAgawa	लागत	NN	16	k2	-	-
13	hamAre	हमारे	PRP	16	k1	-	-
14	xvArA	द्वारा	PSP	13	lwg__psp	-	-
15	vahana	वहन	NN	16	pof	19	kriyAmUla
16	kI	की	VM	0	main	19	verbalizer
17	jAegI	जाएगी	VAUX	16	lwg__vaux	19	verbalizer
18	.	।	SYM	16	rsym	-	-
19	[cp_1]	[cp_1]	-	0	main	-	-
20	[conj_1]	[conj_1]	-	16	k7	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_063>
1	isa	इस	DEM	2	dem	-	-
2	pariyojanA	परियोजना	NN	5	k7p	-	-
3	meM	में	PSP	2	lwg__psp	-	-
4	BAga	भाग	NN	5	pof	18	kriyAmUla
5	lene	लेने	VM	15	rt	18	verbalizer
6	ke	के	PSP	5	lwg__psp	-	-
7	lie	लिए	PSP	5	lwg__psp	-	-
8	Apako	आपको	PRP	15	k1	-	-
9	kisI	किसी	PRP	11	mod	-	-
10	BI	भी	RP	9	lwg__rp	-	-
11	rASi	राशि	NN	13	k2	-	-
12	kA	का	PSP	11	lwg__psp	-	-
13	BugawAna	भुगतान	NN	15	pof	19	kriyAmUla
14	nahIM	नहीं	NEG	15	neg	-	-
15	karanA	करना	VM	0	main	19	verbalizer
16	hE	है	VAUX	15	lwg__vaux	19	verbalizer
17	.	।	SYM	15	rsym	-	-
18	[cp_1]	[cp_1]	-	15	rt	-	-
19	[cp_2]	[cp_2]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_064H>
1	namUnoM	नमूनों	NN	5	r6	7	op1
2	yA	या	CC	5	r6	-	-
3	detA	डेटा	NN	5	r6	7	op2
4	kI	की	PSP	3	lwg__psp	-	-
5	kodiMga	कोडिंग	NN	0	main	-	-
6	:	:	SYM	5	rsym	-	-
7	[disjunct_1]	[disjunct_1]	-	5	r6	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_065>
1	isa	इस	DEM	2	dem	-	-
2	aXyayana	अध्ययन	NN	5	intf	-	-
3	ke	के	PSP	2	lwg__psp	-	-
4	lie	लिए	PSP	2	lwg__psp	-	-
5	prApwa	प्राप्त	JJ	7	mod	-	-
6	saBI	सभी	QF	7	quant	-	-
7	jAnakArI	जानकारी	NN	14	k2	18	op1
8	Ora	और	CC	14	k2	-	-
9	namUnoM	नमूनों	NN	14	k2	18	op2
10	ko	को	PSP	9	lwg__psp	-	-
11	eka	एक	QC	13	card	-	-
12	koda	कोड	NNC	13	pof__cn	17	mod
13	naMbara	नंबर	NN	14	k2	17	head
14	xiyA	दिया	VM	0	main	-	-
15	jAegA	जाएगा	VAUX	14	lwg__vaux	-	-
16	.	।	SYM	14	rsym	-	-
17	[nc_1]	[nc_1]	-	14	k2	18	op3
18	[conj_1]	[conj_1]	-	14	k2	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_066>
1	aspawAla	अस्पताल	NN	12	vmod	37	op1
2	,	,	SYM	1	rsym	-	-
3	medikala	मेडिकल	NNC	5	pof__cn	34	mod
4	rikOYrda	रिकॉर्ड	NNC	5	pof__cn	35	mod
5	naMbara	नंबर	NN	12	vmod	35	head
6	yA	या	CC	12	vmod	-	-
7	kisI	किसी	PRP	10	mod	-	-
8	BI	भी	RP	7	lwg__rp	-	-
9	pahacAna	पहचान	NNC	10	pof__cn	36	mod
10	saMKyA	संख्या	NN	12	vmod	36	head
11	jEse	जैसे	PSP	10	lwg__psp	-	-
12	ki	कि	CC	0	main	-	-
13	koI	कोई	PRP	14	mod	-	-
14	nAma	नाम	NN	15	ccof	-	-
15	yA	या	CC	31	k7	-	-
16	mahawvapUrNa	महत्वपूर्ण	JJ	17	mod	-	-
17	saMKyA	संख्या	NN	15	ccof	-	-
18	,	,	SYM	17	rsym	-	-
19	unase	उनसे	PRP	31	k2	-	-
20	AsAnI	आसानी	RB	24	krvn	-	-
21	se	से	PSP	20	lwg__psp	-	-
22	ApakI	आपकी	PRP	23	r6	-	-
23	pahacAna	पहचान	NN	24	k2	-	-
24	jodane	जोडने	VM	31	rt	-	-
25	ke	के	PSP	24	lwg__psp	-	-
26	lie	लिए	PSP	24	lwg__psp	-	-
27	namUnoM	नमूनों	NN	31	k7	38	op1
28	para	पर	PSP	27	lwg__psp	-	-
29	kuCa	कुछ	PRP	31	k2	-	-
30	nahIM	नहीं	NEG	31	neg	-	-
31	liKA	लिखा	VM	12	ccof	-	-
32	jAegA	जाएगा	VAUX	31	lwg__vaux	-	-
33	.	।	SYM	12	rsym	-	-
34	[nc_1]	[nc_1]	-	12	vmod	-	-
35	[nc_2]	[nc_2]	-	12	vmod	37	op2
36	[nc_3]	[nc_3]	-	12	vmod	37	op3
37	[disjunct_1]	[disjunct_1]	-	12	vmod	-	-
38	[disjunct_2]	[disjunct_2]	-	31	k7	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_067F>
1	xAwA	दाता	NN	0	k2	7	begin
2	se	से	PSP	1	lwg__psp	-	-
3	puna	पुन	NNC	5	pof__cn	8	begin
4	:	:	SYM	5	rsym	-	-
5	saMparka	संपर्क	NN	0	main	-	-
6	:	:	SYM	5	rsym	-	-
7	[ne_1]	per_1	-	0	k2	-	-
8	[ne_2]	per_2	-	5	pof__cn	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_068a>
1	eka	एक	QC	2	card	-	-
2	xAwA	दाता	NN	9	k7	-	-
3	ke	के	PSP	2	lwg__psp	-	-
4	rUpa	रूप	PSP	2	lwg__psp	-	-
5	meM	में	PSP	2	lwg__psp	-	-
6	,	,	SYM	2	rsym	-	-
7	yaxi	यदि	CC	0	main	-	-
8	AvaSyaka	आवश्यक	JJ	9	pof	11	kriyAmUla
9	ho	हो	VM	0	main	11	verbalizer
10	.	।	SYM	7	rsym	-	-
11	[cp_1]	[cp_1]	-	0	main	12	op1
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_068b>
1	Apase	आपसे	PRP	7	rh	-	-
2	BaviRya	भविष्य	NN	7	k7	-	-
3	meM	में	PSP	2	lwg__psp	-	-
4	Pira	फिर	RB	7	krvn	-	-
5	se	से	RP	4	lwg__rp	-	-
6	saMparka	संपर्क	NN	7	pof	12	kriyAmUla
7	kiyA	किया	VM	0	main	12	verbalizer
8	jA	जा	VAUX	7	lwg__vaux	12	verbalizer
9	sakawA	सकता	VAUX	8	lwg__vaux_cont	12	verbalizer
10	hE	है	VAUX	9	lwg__vaux_cont	12	verbalizer
11	.	।	SYM	7	rsym	-	-
12	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_069F>
1	hiwoM	हितों	NN	3	r6	-	-
2	kA	का	PSP	1	lwg__psp	-	-
3	takarAva	टकराव	NN	0	main	-	-
4	.	।	SYM	3	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_070>
1	KulAsA	खुलासा	NN	2	pof	13	kriyAmUla
2	karane	करने	VM	11	rt	13	verbalizer
3	ke	के	PSP	2	lwg__psp	-	-
4	lie	लिए	PSP	2	lwg__psp	-	-
5	hiwoM	हितों	NN	9	r6	-	-
6	kA	का	PSP	5	lwg__psp	-	-
7	koI	कोई	PRP	9	mod	-	-
8	saMBAviwa	संभावित	JJ	9	mod	-	-
9	saMGarRa	संघर्ष	NN	11	k1	-	-
10	nahIM	नहीं	NEG	11	neg	-	-
11	hE	है	VM	0	main	-	-
12	.	।	SYM	11	rsym	-	-
13	[cp_1]	[cp_1]	-	11	rt	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_071F>
1	sahamawi	सहमति	NN	4	k2	-	-
2	ko	को	PSP	1	lwg__psp	-	-
3	vApasa	वापस	JJ	4	pof	6	kriyAmUla
4	lenA	लेना	VM	0	main	6	verbalizer
5	.	।	SYM	4	rsym	-	-
6	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_072>
1	ApakI	आपकी	PRP	2	r6	-	-
2	BAgIxArI	भागीदारी	NN	4	k1	-	-
3	svEcCika	स्वैच्छिक	JJ	4	k1s	-	-
4	hE	है	VM	0	main	-	-
5	.	।	SYM	4	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_073a>
1	Apa	आप	PRP	8	k1	-	-
2	pahale	पहले	NST	8	k7t	-	-
3	BAga	भाग	NN	4	pof	10	kriyAmUla
4	lene	लेने	VM	8	rt	10	verbalizer
5	ke	के	PSP	4	lwg__psp	-	-
6	lie	लिए	PSP	4	lwg__psp	-	-
7	sahamawa	सहमत	JJ	8	k1s	-	-
8	hEM	हैं	VM	0	main	-	-
9	.	।	SYM	8	rsym	-	-
10	[cp_1]	[cp_1]	-	8	rt	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_073b>
1	Pira	फिर	RB	4	krvn	-	-
2	apanA	अपना	PRP	3	r6	-	-
3	mana	मन	NN	4	k1	-	-
4	baxalawe	बदलते	VM	0	main	-	-
5	hEM	हैं	VAUX	4	lwg__vaux	-	-
6	.	।	SYM	4	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_073c>
1	Apa	आप	PRP	5	k1	-	-
2	apanI	अपनी	PRP	3	r6	-	-
3	sahamawi	सहमति	NN	5	k2	-	-
4	vApasa	वापस	JJ	5	pof	18	kriyAmUla
5	lene	लेने	VM	16	rt	18	verbalizer
6	Ora	और	CC	16	rt	-	-
7	apanI	अपनी	PRP	9	r6	-	-
8	prawyakRa	प्रत्यक्ष	JJ	9	mod	-	-
9	BAgIxArI	भागीदारी	NN	12	k2	-	-
10	ko	को	PSP	9	lwg__psp	-	-
11	baMxa	बंद	JJ	12	pof	19	kriyAmUla
12	karane	करने	VM	16	rt	19	verbalizer
13	ke	के	PSP	12	lwg__psp	-	-
14	lie	लिए	PSP	12	lwg__psp	-	-
15	svawaMwra	स्वतंत्र	JJ	16	k1s	-	-
16	hEM	हैं	VM	0	main	-	-
17	.	।	SYM	16	rsym	-	-
18	[cp_1]	[cp_1]	-	16	rt	20	op1
19	[cp_2]	[cp_2]	-	16	rt	20	op2
20	[conj_1]	[conj_1]	-	16	rt	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_074>
1	xAna	दान	NN	33	k7t	-	-
2	ke	के	PSP	1	lwg__psp	-	-
3	bAxa	बाद	NST	1	k7p	-	-
4	,	,	SYM	3	rsym	-	-
5	hama	हम	PRP	33	k1	-	-
6	Uwaka	ऊतक	NN	15	ccof	-	-
7	,	,	SYM	6	rsym	-	-
8	Uwaka	ऊतक	NN	11	k5	-	-
9	se	से	PSP	8	lwg__psp	-	-
10	pqWaka	पृथक	JJ	11	pof	37	kriyAmUla
11	kI	की	VM	13	rbks	37	verbalizer
12	gaI	गई	VAUX	11	lwg__vaux	37	verbalizer
13	koSikAoM	कोशिकाओं	NN	15	ccof	-	-
14	,	,	SYM	13	rsym	-	-
15	Ora	और	CC	21	k2	-	-
16	/	/	SYM	15	rsym	-	-
17	yA	या	CC	21	k2	-	-
18	pqWaka	पृथक	JJ	19	mod	-	-
19	koSikAoM	कोशिकाओं	NN	21	k2	40	op1
20	se	से	PSP	19	lwg__psp	-	-
21	bane	बने	VM	23	rbks	-	-
22	anya	अन्य	JJ	23	mod	-	-
23	uwpAxoM	उत्पादों	NN	26	k2	-	-
24	ko	को	PSP	23	lwg__psp	-	-
25	vApasa	वापस	JJ	26	pof	38	kriyAmUla
26	xene	देने	VM	33	k7	38	verbalizer
27	meM	में	PSP	26	lwg__psp	-	-
28	nimnaliKiwa	निम्नलिखित	JJ	29	mod	-	-
29	kAraNoM	कारणों	NN	33	krvn	-	-
30	se	से	PSP	29	lwg__psp	-	-
31	sakRama	सक्षम	JJ	33	pof	39	kriyAmUla
32	nahIM	नहीं	NEG	33	neg	-	-
33	ho	हो	VM	0	main	39	verbalizer
34	sakawe	सकते	VAUX	33	lwg__vaux	39	verbalizer
35	hEM	हैं	VAUX	34	lwg__vaux_cont	39	verbalizer
36	.	।	SYM	33	rsym	-	-
37	[cp_1]	[cp_1]	-	13	rbks	-	-
38	[cp_2]	[cp_2]	-	33	k7	-	-
39	[cp_3]	[cp_3]	-	0	main	-	-
40	[conj_1]	[conj_1]	-	21	k2	41	op1
41	[disjunct_1]	[disjunct_1]	-	21	k2	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_075>
1	vyakwigawa	व्यक्तिगत	JJ	2	mod	-	-
2	pahacAna	पहचान	NN	4	r6	-	-
3	kI	की	PSP	2	lwg__psp	-	-
4	jAnakArI	जानकारी	NN	8	k2	-	-
5	ke	के	PSP	4	lwg__psp	-	-
6	binA	बिना	RP	4	lwg__rp	-	-
7	saMgrahIwa	संग्रहीत	JJ	8	pof	14	kriyAmUla
8	kI	की	VM	0	main	14	verbalizer
9	gaI	गई	VAUX	8	lwg__vaux	14	verbalizer
10	ho	हो	VAUX	9	lwg__vaux_cont	14	verbalizer
11	sakawI	सकती	VAUX	10	lwg__vaux_cont	14	verbalizer
12	hEM	हैं	VAUX	11	lwg__vaux_cont	14	verbalizer
13	.	।	SYM	8	rsym	-	-
14	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_076>
1	jIna	जीन	NNC	3	pof__cn	17	mod
2	saMpAxana	संपादन	NNC	3	pof__cn	18	mod
3	nirmANoM	निर्माणों	NN	5	r6	18	head
4	kI	की	PSP	3	lwg__psp	-	-
5	praBAvakAriwA	प्रभावकारिता	NN	7	r6	-	-
6	ke	के	PSP	5	lwg__psp	-	-
7	parIkRaNa	परीक्षण	NN	13	rt	-	-
8	ke	के	PSP	7	lwg__psp	-	-
9	lie	लिए	PSP	7	lwg__psp	-	-
10	SoXakarwAoM	शोधकर्ताओं	NN	13	k4	-	-
11	ko	को	PSP	10	lwg__psp	-	-
12	praxAna	प्रदान	NN	13	pof	19	kriyAmUla
13	kiye	किये	VM	0	main	19	verbalizer
14	gaye	गये	VAUX	13	lwg__vaux	19	verbalizer
15	hoM	हों	VAUX	14	lwg__vaux_cont	19	verbalizer
16	.	।	SYM	13	rsym	-	-
17	[nc_1]	[nc_1]	-	5	r6	-	-
18	[nc_2]	[nc_2]	-	5	r6	-	-
19	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_077>
1	kyA	क्या	WQ	11	krvn	-	-
2	muJe	मुझे	PRP	11	k4	-	-
3	isa	इस	DEM	4	dem	-	-
4	aXyayana	अध्ययन	NN	7	k7	-	-
5	meM	में	PSP	4	lwg__psp	-	-
6	BAga	भाग	NN	7	pof	14	kriyAmUla
7	lene	लेने	VM	11	rt	14	verbalizer
8	ke	के	PSP	7	lwg__psp	-	-
9	lie	लिए	PSP	7	lwg__psp	-	-
10	BugawAna	भुगतान	NN	11	pof	15	kriyAmUla
11	kiyA	किया	VM	0	main	15	verbalizer
12	jAegA	जाएगा	VAUX	11	lwg__vaux	15	verbalizer
13	?	?	SYM	11	rsym	-	-
14	[cp_1]	[cp_1]	-	11	rt	-	-
15	[cp_2]	[cp_2]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_078>
1	isa	इस	DEM	2	dem	-	-
2	aXyayana	अध्ययन	NN	5	k7	-	-
3	meM	में	PSP	2	lwg__psp	-	-
4	BAga	भाग	NN	5	pof	15	kriyAmUla
5	lene	लेने	VM	12	rt	15	verbalizer
6	ke	के	PSP	5	lwg__psp	-	-
7	lie	लिए	PSP	5	lwg__psp	-	-
8	Apako	आपको	PRP	12	k2	-	-
9	koI	कोई	PRP	10	mod	-	-
10	BugawAna	भुगतान	NN	12	pof	16	kriyAmUla
11	nahIM	नहीं	NEG	12	neg	-	-
12	kiyA	किया	VM	0	main	16	verbalizer
13	jAegA	जाएगा	VAUX	12	lwg__vaux	16	verbalizer
14	.	।	SYM	12	rsym	-	-
15	[cp_1]	[cp_1]	-	12	rt	-	-
16	[cp_2]	[cp_2]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_079>
1	isa	इस	DEM	2	dem	-	-
2	SoXa	शोध	NN	4	k2	-	-
3	kA	का	PSP	2	lwg__psp	-	-
4	viwwapoRaNa	वित्तपोषण	NN	6	k2	-	-
5	kOna	कौन	WQ	6	pof	10	kriyAmUla
6	kara	कर	VM	0	main	10	verbalizer
7	rahA	रहा	VAUX	6	lwg__vaux	10	verbalizer
8	hE	है	VAUX	7	lwg__vaux_cont	10	verbalizer
9	?	?	SYM	6	rsym	-	-
10	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_080>
1	isa	इस	DEM	2	dem	-	-
2	pariyojanA	परियोजना	NN	13	k2	-	-
3	ko	को	PSP	2	lwg__psp	-	-
4	BArawa	भारत	NNPC	5	pof__cn	18	begin
5	sarakAra	सरकार	NNP	9	r6	18	inside
6	ke	के	PSP	5	lwg__psp	18	inside
7	jEva	जैव	NNPC	9	pof__cn	20	begin
8	prOxyogikI	प्रौद्योगिकी	NNPC	9	pof__cn	19	begin
9	viBAga	विभाग	NNP	13	k1	20	inside
10	xvArA	द्वारा	PSP	9	lwg__psp	-	-
11	viwwa	वित्त	NNPC	13	pof__cn	21	begin
12	poRiwa	पोषित	JJ	13	pof	22	kriyAmUla
13	kiyA	किया	VM	0	main	22	verbalizer
14	jA	जा	VAUX	13	lwg__vaux	22	verbalizer
15	rahA	रहा	VAUX	14	lwg__vaux_cont	22	verbalizer
16	hE	है	VAUX	15	lwg__vaux_cont	22	verbalizer
17	.	।	SYM	13	rsym	-	-
18	[ne_1]	org_1	-	5	pof__cn	-	-
19	[ne_2]	org_2	-	13	k1	-	-
20	[ne_3]	[ne_3]	-	13	k1	-	-
21	[ne_4]	[ne_4]	-	0	main	-	-
22	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_081a>
1	mere	मेरे	PRP	9	rsm	-	-
2	pAsa	पास	NST	1	k7p	-	-
3	aXyayana	अध्ययन	NN	9	k7	-	-
4	ke	के	PSP	3	lwg__psp	-	-
5	bAre	बारे	PSP	3	lwg__psp	-	-
6	meM	में	PSP	3	lwg__psp	-	-
7	koI	कोई	PRP	8	mod	-	-
8	praSna	प्रश्न	NN	9	k1	-	-
9	hE	है	VM	0	main	-	-
10	.	।	SYM	9	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_081b>
1	kyA	क्या	WQ	2	krvn	-	-
2	hogA	होगा	VM	0	main	-	-
3	?	?	SYM	2	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_082a>
1	Apake	आपके	PRP	2	r6	-	-
2	praSna	प्रश्न	NN	3	k1	-	-
3	hEM	हैं	VM	0	main	-	-
4	.	।	SYM	3	rsym	-	-
</sentence_id>


<sentence_id=sept-7-2022ICF-HD_source_hin_082b>
1	nimnaliKiwa	निम्नलिखित	JJ	2	mod	-	-
2	cikiwsakoM	चिकित्सकों	NN	5	k4	-	-
3	ko	को	PSP	2	lwg__psp	-	-
4	Pona	फोन	NN	5	pof	7	kriyAmUla
5	kIjiye	कीजिये	VM	0	main	7	verbalizer
6	.	।	SYM	5	rsym	-	-
7	[cp_1]	[cp_1]	-	0	main	-	-
</sentence_id>

